nome;type;mean;standard deviation;meadian;percentile 25;percentile 75
 ;EDA;0.6494332234633162;0.1433380027631136;0.6048108061520623;0.504008124027857;0.7777074231423975
ID31_N;ECG;-0.01516895305274122;0.39627057445887065;-0.08971586591069994;-0.15714886972636338;0.04166790276086585
 ;EMGZ;-1.1174131039257374e-06;0.05635868059529926;9.612218401194687e-05;-0.03579891920514377;0.035802289489469036
 ;EMGMF;-4.4913985665260005e-07;0.025176681813931782;-6.070564472727787e-05;-0.006455208305398351;0.0062559937317054936
 ;EDA;0.7154468942745432;0.3109483897437894;0.9041961411177393;0.4041509497234933;1.0263251174045118
ID31_F;ECG;0.012667482944800298;0.7757273837220411;-0.07298184549988325;-0.16282204586164892;0.06744969654033718
 ;EMGZ;5.4592642211521415e-08;0.010348977349746902;7.050005667832046e-05;-0.008175708418013312;0.008121627274363786
 ;EMGMF;-1.3897506258618454e-06;0.030922325133628407;0.0002021616365647078;-0.024152347001321847;0.02476042216661013
 ;EDA;1.4826445946801725;0.13233619052682286;1.478477709989379;1.360293652326907;1.5828513955984862
ID31_H;ECG;-0.006782413665587541;0.5827807790459387;-0.1132684092922336;-0.20136897436212156;0.07694066784900754
 ;EMGZ;8.173143535720025e-06;0.31228900130189857;6.61199479487333e-06;-0.02756073141853101;0.027622336985056013
 ;EMGMF;1.3849421887789482e-07;0.028836544948010637;-0.0005287358761087695;-0.010485808022816175;0.009304997702007024
 ;EDA;1.158821007102836;0.2136030597992732;1.3044493029440674;0.9457375600758333;1.3475417752516845
ID32_H;ECG;-0.002956315448334441;0.6370760906475572;-0.13150795858209793;-0.23155223880039272;0.011413518940388293
 ;EMGZ;-2.3975243769060692e-08;0.026931815969212278;0.0005016862195570445;-0.00845563074445565;0.009082775349254352
 ;EMGMF;-4.0889668462452433e-07;0.02951862640157035;-0.00012473756469276063;-0.011876533582405344;0.011450308130755552
 ;EDA;1.3430795594840788;0.2533969169873205;1.5087680347275882;1.0719236077632488;1.5932535291024255
ID32_F;ECG;-0.0011072348286143353;0.6361007780860531;-0.14037765945376662;-0.2513162162497943;0.016691362804912825
 ;EMGZ;4.1876510126552646e-07;0.024555394645693954;3.83069232607234e-05;-0.005966452002645617;0.005847990252921929
 ;EMGMF;5.872383871359068e-08;0.024043361645720216;5.691054444831442e-05;-0.008318840644688356;0.008253948339765366
 ;EDA;1.135648701985173;0.10888304123764933;1.154884389794531;1.0278244249201995;1.2324008251399952
ID32_N;ECG;-0.007136011051767758;0.6732208128472349;-0.14984383656964956;-0.2294448771286571;-0.0032244747041353865
 ;EMGZ;3.393043523206198e-07;0.028988297387679832;0.0001295655041008829;-0.009155268946940397;0.009281356790063488
 ;EMGMF;6.853503106474632e-07;0.019578776264124815;-0.0004134639793285089;-0.007632470274946739;0.0070083930533363595
 ;EDA;0.5181529088994224;0.2014677507080245;0.6709546402612843;0.3164430373504958;0.7226744483598802
ID34_F;ECG;-0.009386961686537893;0.33981138672522826;-0.0853997831204329;-0.16012876029034723;0.08326822433284624
 ;EMGZ;-6.709653454975693e-08;0.01736883368915168;4.09398820064229e-05;-0.005248845060418197;0.005255615745573332
 ;EMGMF;1.6181689695752905e-07;0.012779499416177344;2.6253497444147676e-05;-0.004525231792950973;0.004533615734095974
 ;EDA;1.3429772812068803;0.1488166930193167;1.2990527655134303;1.2523792619818572;1.38912158345688
ID34_H;ECG;-0.009506153034129692;0.5849546791017908;-0.08327491962590416;-0.15970006339527423;0.04272924280343021
 ;EMGZ;-2.2339651736466985e-08;0.013032924642857843;0.0001878809014645756;-0.005151383626044603;0.005327661119275422
 ;EMGMF;-8.706045860125069e-07;0.015247206092196491;3.4302910414050515e-05;-0.008263998177169897;0.008172938348266563
 ;EDA;0.6719421189577465;0.18692644020173624;0.6814431071147282;0.46998461684027415;0.8632993306188291
ID34_N;ECG;-0.010804951382982602;0.37833367599086537;-0.08521021505477679;-0.16038780791123025;0.04637886143800454
 ;EMGZ;-1.4475822815413092e-07;0.02743911609144152;7.880828487708219e-05;-0.004513978613309631;0.00459815019505872
 ;EMGMF;-1.0763121155108483e-06;0.01589827685371862;-4.750515883306214e-06;-0.003504386520063857;0.0033384442916966858
 ;EDA;0.6886225024764595;0.4254263366020606;0.6192021715487089;0.2764180931474055;1.1599549555605546
ID35_N;ECG;-0.010515221988322018;0.4916628749868508;-0.12679258347021138;-0.22486143671291536;0.0475065170526918
 ;EMGZ;-1.8983072275211499e-06;0.04238459471368551;-3.449778143574736e-06;-0.006426619354897111;0.0063002882608007744
 ;EMGMF;9.023039945585615e-06;1.2439157187088203;3.976212152018632e-05;-0.023009429616488025;0.016129033938712508
 ;EDA;0.7627752365555441;0.2422369247929698;0.8795296043467873;0.5274470859046768;0.9763597126489976
ID35_F;ECG;-0.00577091305951031;0.4798147832524636;-0.10658659262699624;-0.20149316886503735;0.03051467298869514
 ;EMGZ;-5.626400909677113e-06;0.07746781803690574;2.0629807855648895e-05;-0.005927592146325469;0.005723251515743324
 ;EMGMF;9.263775425571215e-08;0.014492349308518249;-2.175251148823175e-05;-0.004918770298569231;0.004519960819523616
 ;EDA;1.3648871346204432;0.1904692174185672;1.378329236214265;1.2059974570991185;1.50725727407475
ID35_H;ECG;-0.00674720676220778;0.4945758516750789;-0.11315912308936721;-0.20235887387433038;0.042398103476928975
 ;EMGZ;-2.0230695388762636e-06;0.06400398626988399;-0.00033319625897209053;-0.013270913582542463;0.01242763025011116
 ;EMGMF;4.932616961900791e-08;0.008709313045303781;-7.233920300068938e-05;-0.0027337229844660448;0.00260512754067831
 ;EDA;1.2662401445631715;0.19854500422661214;1.2560508677085767;1.1121241145593999;1.3960142525509587
ID302_N;ECG;0.008732723406965159;1.095487671235959;-0.07937315836620788;-0.15053275914910982;0.08725298126261699
 ;EMGZ;-8.309257727654054e-08;0.009609383246905405;6.740244134535093e-05;-0.006524344663418736;0.00650766928247784
